mission_id,waypoint_id,x,y,z,timestamp,start_time,duration_minutes,status,status_timestamp
SIM_0004,8,-276.6163757197309,-550.10876127833,455.7654381347993,2025-11-13 22:31:59.109954,2025-11-13 20:56:36.609954,109.0,active,2025-11-12 20:56:36.610366
SIM_0005,1,599.5236815655642,-858.962126604441,110.45668986531456,2025-11-13 09:56:36.610385,2025-11-13 09:56:36.610385,160.0,active,2025-11-12 20:56:36.610501
SIM_0005,2,454.3548598463334,-431.62895279111393,144.12112559491152,2025-11-13 10:19:28.038956,2025-11-13 09:56:36.610385,160.0,active,2025-11-12 20:56:36.610501
SIM_0005,3,470.4350699362091,-715.4830488886388,57.324754401561,2025-11-13 10:42:19.467528,2025-11-13 09:56:36.610385,160.0,active,2025-11-12 20:56:36.610501
SIM_0005,4,593.0433096552438,4.068878417643646,235.07088262737395,2025-11-13 11:05:10.896099,2025-11-13 09:56:36.610385,160.0,active,2025-11-12 20:56:36.610501
SIM_0005,5,476.3297669755042,-832.7717813728486,128.87296442705798,2025-11-13 11:28:02.324671,2025-11-13 09:56:36.610385,160.0,active,2025-11-12 20:56:36.610501
SIM_0005,6,455.5344733509123,-262.1540784772636,77.45566456278719,2025-11-13 11:50:53.753242,2025-11-13 09:56:36.610385,160.0,active,2025-11-12 20:56:36.610501
SIM_0005,7,498.9481039695381,-312.7081385521652,55.78393277769669,2025-11-13 12:13:45.181814,2025-11-13 09:56:36.610385,160.0,active,2025-11-12 20:56:36.610501
SIM_0006,1,740.103270472301,-1275.7722813639,203.13391606078983,2025-11-13 19:56:36.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0006,2,601.0557059788181,-1037.018794719981,251.6805831906095,2025-11-13 20:12:06.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0006,3,180.5147914792157,-520.1428750179904,129.44997676121113,2025-11-13 20:27:36.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0006,4,288.78224771799705,-1157.6231110553028,128.34289090691848,2025-11-13 20:43:06.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0006,5,141.93136309251804,-1083.4015073583068,116.09205236055531,2025-11-13 20:58:36.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0006,6,562.7001525164707,-766.1116927889918,258.38997572049124,2025-11-13 21:14:06.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0006,7,694.9186092515422,-770.9798806324707,178.20815019627804,2025-11-13 21:29:36.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0006,8,-48.76487295616653,-1064.525672232477,170.95297430805346,2025-11-13 21:45:06.610510,2025-11-13 19:56:36.610510,124.0,active,2025-11-12 20:56:36.610671
SIM_0007,1,75.47504023265424,-262.6261094834892,301.85223782720846,2025-11-12 23:56:36.610680,2025-11-12 23:56:36.610680,103.0,active,2025-11-12 20:56:36.610847
SIM_0007,2,-558.342225141408,91.90403124700164,472.93021430725673,2025-11-13 00:11:19.467823,2025-11-12 23:56:36.610680,103.0,active,2025-11-12 20:56:36.610847
SIM_0007,3,-465.5209589870272,-723.7289606393542,451.3188092917096,2025-11-13 00:26:02.324966,2025-11-12 23:56:36.610680,103.0,active,2025-11-12 20:56:36.610847
SIM_0007,4,-493.9129939484728,-278.5064822143318,384.9881774010691,2025-11-13 00:40:45.182109,2025-11-12 23:56:36.610680,103.0,active,2025-11-12 20:56:36.610847
SIM_0007,5,-305.22026206490733,73.73942764921765,310.9609125135863,2025-11-13 00:55:28.039251,2025-11-12 23:56:36.610680,103.0,active,2025-11-12 20:56:36.610847
SIM_0007,6,-277.4665862553059,107.56337913077368,350.2262743253411,2025-11-13 01:10:10.896394,2025-11-12 23:56:36.610680,103.0,active,2025-11-12 20:56:36.610847
SIM_0007,7,-600.0115849943716,-145.87810545231252,308.0014088089311,2025-11-13 01:24:53.753537,2025-11-12 23:56:36.610680,103.0,active,2025-11-12 20:56:36.610847
SIM_0008,1,1120.9069007907278,580.8268232800465,238.83645762101725,2025-11-13 07:56:36.610895,2025-11-13 07:56:36.610895,158.0,active,2025-11-12 20:56:36.611141
SIM_0008,2,853.9977636063438,807.6542957761033,361.0009490829492,2025-11-13 08:22:56.610895,2025-11-13 07:56:36.610895,158.0,active,2025-11-12 20:56:36.611141
SIM_0008,3,1342.1369136631351,935.0245282321296,391.9121339529625,2025-11-13 08:49:16.610895,2025-11-13 07:56:36.610895,158.0,active,2025-11-12 20:56:36.611141
SIM_0008,4,1393.1053287141565,1283.650977564302,407.172097451873,2025-11-13 09:15:36.610895,2025-11-13 07:56:36.610895,158.0,active,2025-11-12 20:56:36.611141
SIM_0008,5,1292.126734201211,1129.2602954502922,340.73374542825854,2025-11-13 09:41:56.610895,2025-11-13 07:56:36.610895,158.0,active,2025-11-12 20:56:36.611141
SIM_0008,6,1271.4718493802393,1160.337136956768,409.1229174668909,2025-11-13 10:08:16.610895,2025-11-13 07:56:36.610895,158.0,active,2025-11-12 20:56:36.611141
SIM_0009,1,468.98579112030313,-711.7847345441244,50.20433139436871,2025-11-13 07:56:36.611169,2025-11-13 07:56:36.611169,118.0,active,2025-11-12 20:56:36.611357
SIM_0009,2,923.1760313711568,-342.6385011422191,50.0,2025-11-13 08:16:16.611169,2025-11-13 07:56:36.611169,118.0,active,2025-11-12 20:56:36.611357
SIM_0009,3,1007.975400669288,-715.4515683435352,59.04261716187776,2025-11-13 08:35:56.611169,2025-11-13 07:56:36.611169,118.0,active,2025-11-12 20:56:36.611357
SIM_0009,4,1014.7740210085364,-349.7976197023826,50.0,2025-11-13 08:55:36.611169,2025-11-13 07:56:36.611169,118.0,active,2025-11-12 20:56:36.611357
SIM_0009,5,75.71544619129912,-45.70602301888744,152.32688173096193,2025-11-13 09:15:16.611169,2025-11-13 07:56:36.611169,118.0,active,2025-11-12 20:56:36.611357
SIM_0009,6,492.0336319665445,-342.80210768597715,50.0,2025-11-13 09:34:56.611169,2025-11-13 07:56:36.611169,118.0,active,2025-11-12 20:56:36.611357
SIM_0010,1,59.07666350631655,138.17856772728288,464.3393940738141,2025-11-13 18:56:36.611375,2025-11-13 18:56:36.611375,146.0,active,2025-11-12 20:56:36.611754
SIM_0010,2,744.4179221784441,-124.8611791194756,446.60801896462806,2025-11-13 19:20:56.611375,2025-11-13 18:56:36.611375,146.0,active,2025-11-12 20:56:36.611754
SIM_0010,3,304.3812735154231,616.8687994080159,506.145112540628,2025-11-13 19:45:16.611375,2025-11-13 18:56:36.611375,146.0,active,2025-11-12 20:56:36.611754
SIM_0010,4,-170.9826489393178,56.383531425693945,421.56598927510737,2025-11-13 20:09:36.611375,2025-11-13 18:56:36.611375,146.0,active,2025-11-12 20:56:36.611754
SIM_0010,5,40.046723120850686,415.556624706645,568.4551217219771,2025-11-13 20:33:56.611375,2025-11-13 18:56:36.611375,146.0,active,2025-11-12 20:56:36.611754
SIM_0010,6,243.54586300583168,-11.822022962029166,572.412619894687,2025-11-13 20:58:16.611375,2025-11-13 18:56:36.611375,146.0,active,2025-11-12 20:56:36.611754
SIM_0011,1,-1381.8426281575548,-71.53421735185259,503.66721546597535,2025-11-12 21:56:36.611784,2025-11-12 21:56:36.611784,102.0,active,2025-11-12 20:56:36.612163
SIM_0011,2,-418.7950559901336,-231.5152956016018,402.6430481726537,2025-11-12 22:22:06.611784,2025-11-12 21:56:36.611784,102.0,active,2025-11-12 20:56:36.612163
SIM_0011,3,-1010.6666055677458,26.32516488866031,494.6183779396949,2025-11-12 22:47:36.611784,2025-11-12 21:56:36.611784,102.0,active,2025-11-12 20:56:36.612163
SIM_0011,4,-748.7339302921714,264.7646925106626,373.16096189167854,2025-11-12 23:13:06.611784,2025-11-12 21:56:36.611784,102.0,active,2025-11-12 20:56:36.612163
SIM_0012,1,-176.37390532826413,914.4196729243736,286.80345150520566,2025-11-13 08:56:36.612192,2025-11-13 08:56:36.612192,137.0,active,2025-11-12 20:56:36.612380
SIM_0012,2,-290.23220051337506,138.2033221636445,320.1315747374924,2025-11-13 09:19:26.612192,2025-11-13 08:56:36.612192,137.0,active,2025-11-12 20:56:36.612380
SIM_0012,3,537.3323157176534,438.4411843753302,281.4110373919336,2025-11-13 09:42:16.612192,2025-11-13 08:56:36.612192,137.0,active,2025-11-12 20:56:36.612380
SIM_0012,4,-31.821551399624923,976.0190918601168,172.99071155833374,2025-11-13 10:05:06.612192,2025-11-13 08:56:36.612192,137.0,active,2025-11-12 20:56:36.612380
SIM_0012,5,-371.8477458294424,639.8560091915341,263.388784859192,2025-11-13 10:27:56.612192,2025-11-13 08:56:36.612192,137.0,active,2025-11-12 20:56:36.612380
SIM_0012,6,-171.0721081957094,87.02464163355381,251.62495768926868,2025-11-13 10:50:46.612192,2025-11-13 08:56:36.612192,137.0,active,2025-11-12 20:56:36.612380
SIM_0013,1,-1170.7848139908122,-283.6193089062043,378.23372973913325,2025-11-12 22:56:36.612404,2025-11-12 22:56:36.612404,39.0,active,2025-11-12 20:56:36.612588
SIM_0013,2,-977.0528480780436,-599.3335417882804,343.85143935613905,2025-11-12 23:03:06.612404,2025-11-12 22:56:36.612404,39.0,active,2025-11-12 20:56:36.612588
SIM_0013,3,-997.7909534543408,-494.8555606635308,332.98168862857625,2025-11-12 23:09:36.612404,2025-11-12 22:56:36.612404,39.0,active,2025-11-12 20:56:36.612588
SIM_0013,4,-1062.104200681476,-530.611352829761,392.45726315707657,2025-11-12 23:16:06.612404,2025-11-12 22:56:36.612404,39.0,active,2025-11-12 20:56:36.612588
SIM_0013,5,-784.735491751504,-830.7534846506354,326.7466870914694,2025-11-12 23:22:36.612404,2025-11-12 22:56:36.612404,39.0,active,2025-11-12 20:56:36.612588
SIM_0013,6,-729.9882169588346,-766.5394787747665,452.5283936896966,2025-11-12 23:29:06.612404,2025-11-12 22:56:36.612404,39.0,active,2025-11-12 20:56:36.612588
SIM_0014,1,416.6723964252415,-335.7428749293596,134.42879303957162,2025-11-13 12:56:36.612610,2025-11-13 12:56:36.612610,88.0,active,2025-11-12 20:56:36.612822
SIM_0014,2,186.550384999812,236.5094974341049,190.7258270122215,2025-11-13 13:18:36.612610,2025-11-13 12:56:36.612610,88.0,active,2025-11-12 20:56:36.612822
SIM_0014,3,43.15521256503234,217.2266316077481,120.97458125544424,2025-11-13 13:40:36.612610,2025-11-13 12:56:36.612610,88.0,active,2025-11-12 20:56:36.612822
SIM_0014,4,698.7012948405363,-430.2170898908051,138.9298704127666,2025-11-13 14:02:36.612610,2025-11-13 12:56:36.612610,88.0,active,2025-11-12 20:56:36.612822
SIM_0015,1,-1109.8259595870895,453.90261817407776,475.65374001089646,2025-11-13 14:56:36.612842,2025-11-13 14:56:36.612842,101.0,active,2025-11-12 20:56:36.613107
SIM_0015,2,-835.6034293104618,153.91065740391264,466.3977797931504,2025-11-13 15:11:02.327128,2025-11-13 14:56:36.612842,101.0,active,2025-11-12 20:56:36.613107
SIM_0015,3,-759.015352005503,202.8203282145007,470.4628472666658,2025-11-13 15:25:28.041413,2025-11-13 14:56:36.612842,101.0,active,2025-11-12 20:56:36.613107
SIM_0015,4,-1016.0422773961308,554.1493156820251,463.789871932432,2025-11-13 15:39:53.755699,2025-11-13 14:56:36.612842,101.0,active,2025-11-12 20:56:36.613107
SIM_0015,5,-756.240362299776,725.1788956418687,509.18713011750526,2025-11-13 15:54:19.469985,2025-11-13 14:56:36.612842,101.0,active,2025-11-12 20:56:36.613107
SIM_0015,6,-622.8850767016705,831.9090731828401,493.1742300215127,2025-11-13 16:08:45.184271,2025-11-13 14:56:36.612842,101.0,active,2025-11-12 20:56:36.613107
SIM_0015,7,-589.1657045939604,0.3468925470440354,535.6358655663441,2025-11-13 16:23:10.898556,2025-11-13 14:56:36.612842,101.0,active,2025-11-12 20:56:36.613107
SIM_0016,1,898.2329498747497,-1042.8835355281494,321.60343013389536,2025-11-12 23:56:36.613128,2025-11-12 23:56:36.613128,113.0,active,2025-11-12 20:56:36.613319
SIM_0016,2,268.27780087222567,-475.4128622255513,337.3147643812357,2025-11-13 00:12:45.184557,2025-11-12 23:56:36.613128,113.0,active,2025-11-12 20:56:36.613319
SIM_0016,3,0.8910734379755354,-465.1535956517269,282.27282333134264,2025-11-13 00:28:53.755985,2025-11-12 23:56:36.613128,113.0,active,2025-11-12 20:56:36.613319
SIM_0016,4,919.5714338422748,-593.317511762426,192.9883679010352,2025-11-13 00:45:02.327414,2025-11-12 23:56:36.613128,113.0,active,2025-11-12 20:56:36.613319
SIM_0016,5,124.01523866768709,-1136.6326115042912,277.1590971264151,2025-11-13 01:01:10.898842,2025-11-12 23:56:36.613128,113.0,active,2025-11-12 20:56:36.613319
SIM_0016,6,710.1647147709485,-1178.237527402186,259.8670504578045,2025-11-13 01:17:19.470271,2025-11-12 23:56:36.613128,113.0,active,2025-11-12 20:56:36.613319
SIM_0016,7,268.3531925428376,-940.5756939472,202.38170701247012,2025-11-13 01:33:28.041699,2025-11-12 23:56:36.613128,113.0,active,2025-11-12 20:56:36.613319
SIM_0017,1,-858.3620533448776,-453.1004917884537,202.76434316503884,2025-11-13 16:56:36.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0017,2,-787.6386776091999,-900.7832766083062,241.89031473254508,2025-11-13 17:17:06.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0017,3,-556.4563095230476,-486.1844839844059,101.1100381461487,2025-11-13 17:37:36.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0017,4,-592.9677636079712,-115.83501731576337,195.0415864175557,2025-11-13 17:58:06.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0017,5,-749.3650665143812,-857.6335185418571,267.54168458265866,2025-11-13 18:18:36.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0017,6,-683.669451115308,-237.2719922449785,85.7392096058613,2025-11-13 18:39:06.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0017,7,-248.2135656811863,-825.1460981253791,162.9887960565006,2025-11-13 18:59:36.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0017,8,-28.687238399479384,-363.6701118775161,251.5892876699116,2025-11-13 19:20:06.613337,2025-11-13 16:56:36.613337,164.0,active,2025-11-12 20:56:36.613566
SIM_0018,1,-43.91842053762412,558.9041683159927,182.2875122949541,2025-11-13 20:56:36.613585,2025-11-13 20:56:36.613585,105.0,active,2025-11-12 20:56:36.613776
SIM_0018,2,-131.28857119124802,-121.9905298103016,140.45175539009526,2025-11-13 21:11:36.613585,2025-11-13 20:56:36.613585,105.0,active,2025-11-12 20:56:36.613776
SIM_0018,3,-805.0113174463398,417.46458974777306,181.16834029998475,2025-11-13 21:26:36.613585,2025-11-13 20:56:36.613585,105.0,active,2025-11-12 20:56:36.613776
SIM_0018,4,-547.9159224308527,599.2830883812125,283.48295641373284,2025-11-13 21:41:36.613585,2025-11-13 20:56:36.613585,105.0,active,2025-11-12 20:56:36.613776
SIM_0018,5,-738.3265587068202,769.55535952912,261.55656855618923,2025-11-13 21:56:36.613585,2025-11-13 20:56:36.613585,105.0,active,2025-11-12 20:56:36.613776
SIM_0018,6,-666.8756008147373,531.2270139602497,238.89596530603225,2025-11-13 22:11:36.613585,2025-11-13 20:56:36.613585,105.0,active,2025-11-12 20:56:36.613776
SIM_0018,7,-788.9913748785115,137.63482697261213,304.9141404965938,2025-11-13 22:26:36.613585,2025-11-13 20:56:36.613585,105.0,active,2025-11-12 20:56:36.613776
SIM_0019,1,-196.1151112193748,-667.431862860959,319.52537569234966,2025-11-13 19:56:36.613790,2025-11-13 19:56:36.613790,65.0,active,2025-11-12 20:56:36.613989
SIM_0019,2,139.14306361816114,-560.8333870339031,402.0713340968844,2025-11-13 20:07:26.613790,2025-11-13 19:56:36.613790,65.0,active,2025-11-12 20:56:36.613989
SIM_0019,3,-213.7405555492818,-638.458254804994,383.3377303422926,2025-11-13 20:18:16.613790,2025-11-13 19:56:36.613790,65.0,active,2025-11-12 20:56:36.613989
SIM_0019,4,156.8063834052645,-788.595278754657,226.9516674694065,2025-11-13 20:29:06.613790,2025-11-13 19:56:36.613790,65.0,active,2025-11-12 20:56:36.613989
SIM_0019,5,-51.5575157535792,-562.8206675160145,423.3909095263065,2025-11-13 20:39:56.613790,2025-11-13 19:56:36.613790,65.0,active,2025-11-12 20:56:36.613989
SIM_0019,6,544.2770352552357,-227.6268795144946,255.43504352691244,2025-11-13 20:50:46.613790,2025-11-13 19:56:36.613790,65.0,active,2025-11-12 20:56:36.613989
SIM_0020,1,-731.261312326543,-141.70544930533407,254.6606946122918,2025-11-13 09:56:36.614009,2025-11-13 09:56:36.614009,179.0,active,2025-11-12 20:56:36.614276
SIM_0020,2,-293.3586070935047,352.820460822428,189.08773381890657,2025-11-13 10:22:10.899723,2025-11-13 09:56:36.614009,179.0,active,2025-11-12 20:56:36.614276
SIM_0020,3,-391.1287078310453,-146.8698230865279,252.72269522394436,2025-11-13 10:47:45.185438,2025-11-13 09:56:36.614009,179.0,active,2025-11-12 20:56:36.614276
SIM_0020,4,-252.4670532402829,-315.7950364653656,196.43079450871025,2025-11-13 11:13:19.471152,2025-11-13 09:56:36.614009,179.0,active,2025-11-12 20:56:36.614276
SIM_0020,5,-550.6450543460342,259.1409001445673,223.67583491078588,2025-11-13 11:38:53.756866,2025-11-13 09:56:36.614009,179.0,active,2025-11-12 20:56:36.614276
SIM_0020,6,-422.0304727665657,11.04384249516795,290.7774886710953,2025-11-13 12:04:28.042580,2025-11-13 09:56:36.614009,179.0,active,2025-11-12 20:56:36.614276
SIM_0020,7,-651.7437722061582,489.1392734785516,330.01829576557793,2025-11-13 12:30:02.328295,2025-11-13 09:56:36.614009,179.0,active,2025-11-12 20:56:36.614276
SIM_0021,1,460.4632932485911,-647.205085718605,319.5707230461462,2025-11-13 00:56:36.614299,2025-11-13 00:56:36.614299,42.0,active,2025-11-12 20:56:36.614418
SIM_0021,2,783.5827420869234,-158.83376834452793,379.907722432028,2025-11-13 01:10:36.614299,2025-11-13 00:56:36.614299,42.0,active,2025-11-12 20:56:36.614418
SIM_0021,3,432.3343100864728,-742.7103530539102,393.1283722860689,2025-11-13 01:24:36.614299,2025-11-13 00:56:36.614299,42.0,active,2025-11-12 20:56:36.614418
SIM_0022,1,552.0608509004006,193.4311508005792,214.7503500163951,2025-11-13 15:56:36.614435,2025-11-13 15:56:36.614435,83.0,active,2025-11-12 20:56:36.614668
SIM_0022,2,407.6766807964777,-116.04557947272326,324.0337297589538,2025-11-13 16:10:26.614435,2025-11-13 15:56:36.614435,83.0,active,2025-11-12 20:56:36.614668
SIM_0022,3,412.3015420823623,-421.3464554740146,258.5642826982371,2025-11-13 16:24:16.614435,2025-11-13 15:56:36.614435,83.0,active,2025-11-12 20:56:36.614668
SIM_0022,4,955.243129646997,-299.9429567256966,219.603904450549,2025-11-13 16:38:06.614435,2025-11-13 15:56:36.614435,83.0,active,2025-11-12 20:56:36.614668
SIM_0022,5,1180.5915280158806,454.3192056292002,276.0077954457772,2025-11-13 16:51:56.614435,2025-11-13 15:56:36.614435,83.0,active,2025-11-12 20:56:36.614668
SIM_0022,6,1178.30120094407,293.0726059677892,283.1825453192255,2025-11-13 17:05:46.614435,2025-11-13 15:56:36.614435,83.0,active,2025-11-12 20:56:36.614668
SIM_0023,1,-791.4894475946446,978.6137670337706,265.8921276111401,2025-11-13 10:56:36.614692,2025-11-13 10:56:36.614692,88.0,active,2025-11-12 20:56:36.615067
SIM_0023,2,-629.5587532545142,1107.890192772226,264.8505273977919,2025-11-13 11:25:56.614692,2025-11-13 10:56:36.614692,88.0,active,2025-11-12 20:56:36.615067
SIM_0023,3,-471.4436579126072,446.4090220667241,327.33601904764106,2025-11-13 11:55:16.614692,2025-11-13 10:56:36.614692,88.0,active,2025-11-12 20:56:36.615067
SIM_0024,1,-87.26379211554126,-795.9677571292377,224.4145573461588,2025-11-13 04:56:36.615093,2025-11-13 04:56:36.615093,159.0,active,2025-11-12 20:56:36.615391
SIM_0024,2,-182.6615603746095,-639.1741401808179,154.56503563420213,2025-11-13 05:23:06.615093,2025-11-13 04:56:36.615093,159.0,active,2025-11-12 20:56:36.615391
SIM_0024,3,249.2163769000773,-1004.466770561018,152.4776764119013,2025-11-13 05:49:36.615093,2025-11-13 04:56:36.615093,159.0,active,2025-11-12 20:56:36.615391
SIM_0024,4,537.8875723512346,-1058.1474177434543,182.0120473522935,2025-11-13 06:16:06.615093,2025-11-13 04:56:36.615093,159.0,active,2025-11-12 20:56:36.615391
SIM_0024,5,-310.77506280088346,-487.95882521454325,156.7711397820433,2025-11-13 06:42:36.615093,2025-11-13 04:56:36.615093,159.0,active,2025-11-12 20:56:36.615391
SIM_0024,6,636.1274008907799,-185.03945068930204,180.07183812524033,2025-11-13 07:09:06.615093,2025-11-13 04:56:36.615093,159.0,active,2025-11-12 20:56:36.615391
SIM_0025,1,-423.0280935733613,-910.6205434231254,398.29081889361146,2025-11-13 17:56:36.615416,2025-11-13 17:56:36.615416,115.0,aborted,2025-11-12 21:08:36.837798
SIM_0025,2,-157.55619595655048,-928.5236083575328,373.51649083237066,2025-11-13 18:34:56.615416,2025-11-13 17:56:36.615416,115.0,aborted,2025-11-12 21:08:36.837798
SIM_0025,3,-666.9288151605604,-252.6795913846952,361.2894945020256,2025-11-13 19:13:16.615416,2025-11-13 17:56:36.615416,115.0,aborted,2025-11-12 21:08:36.837798
SIM_0026,1,-284.162942722512,641.6917414038362,395.854051783654,2025-11-13 02:56:36.615622,2025-11-13 02:56:36.615622,147.0,active,2025-11-12 20:56:36.615864
SIM_0026,2,-126.84169703971573,943.665078045484,463.2236039153044,2025-11-13 03:21:06.615622,2025-11-13 02:56:36.615622,147.0,active,2025-11-12 20:56:36.615864
SIM_0026,3,120.6353470635422,1201.2963394102126,354.8959636175855,2025-11-13 03:45:36.615622,2025-11-13 02:56:36.615622,147.0,active,2025-11-12 20:56:36.615864
SIM_0026,4,-257.2230051439867,918.5916311622158,518.0793362807945,2025-11-13 04:10:06.615622,2025-11-13 02:56:36.615622,147.0,active,2025-11-12 20:56:36.615864
SIM_0026,5,8.879483243836773,766.524657698331,536.2478435641781,2025-11-13 04:34:36.615622,2025-11-13 02:56:36.615622,147.0,active,2025-11-12 20:56:36.615864
SIM_0026,6,7.378110640131354,821.506716217198,552.0710335944239,2025-11-13 04:59:06.615622,2025-11-13 02:56:36.615622,147.0,active,2025-11-12 20:56:36.615864
SIM_0027,1,447.3212083992861,873.1075511878278,378.6764880418599,2025-11-13 20:56:36.615924,2025-11-13 20:56:36.615924,143.0,active,2025-11-12 20:56:36.616040
SIM_0027,2,683.0777163720825,1335.11562877892,216.8649287964818,2025-11-13 21:17:02.330210,2025-11-13 20:56:36.615924,143.0,active,2025-11-12 20:56:36.616040
SIM_0027,3,1005.0846453436732,1230.0525792933322,325.4217724155982,2025-11-13 21:37:28.044495,2025-11-13 20:56:36.615924,143.0,active,2025-11-12 20:56:36.616040
SIM_0027,4,846.8085673927299,688.3338816168016,367.0333590796871,2025-11-13 21:57:53.758781,2025-11-13 20:56:36.615924,143.0,active,2025-11-12 20:56:36.616040
SIM_0027,5,439.5678428551741,862.2724410932889,326.13971677324207,2025-11-13 22:18:19.473067,2025-11-13 20:56:36.615924,143.0,active,2025-11-12 20:56:36.616040
SIM_0027,6,691.8356764487506,907.9632285838168,212.7025192382559,2025-11-13 22:38:45.187353,2025-11-13 20:56:36.615924,143.0,active,2025-11-12 20:56:36.616040
SIM_0027,7,922.600900079139,562.399278362315,211.3905631596988,2025-11-13 22:59:10.901638,2025-11-13 20:56:36.615924,143.0,active,2025-11-12 20:56:36.616040
